id,name,spk_code,spk_age,spk_age_c,spk_sex,rec_date,rec_date_c,genre,genre_stim,gloss,transl,sound_quality,background_noise,word_tokens,extended
T008,kke-c_2013-12-08_BK_narr,BK,25,approximate,f,2013-12-08,certain,personal narrative,na,all,English,medium,none,958,no
T009,kke-c_2013-12-08_ST_narr,ST,30,approximate,m,2013-12-08,certain,personal narrative,na,all,English,medium,none,331,no
T016,kke-c_2013-12-27_AK-narr-1,AK,30,approximate,m,2013-12-27,certain,traditional narrative,na,all,English,good,none,496,no
T017,kke-c_2013-12-27_AK-narr-2,UK,30,approximate,m,2013-12-27,certain,traditional narrative,na,all,English,good,none,1360,no
T018,kke-c_2013-12-27_AK-narr-3,AK,30,approximate,m,2013-12-27,certain,traditional narrative,na,all,English,good,none,2376,no
T019,kke-c_2015-01-24_narr-1,AK,30,approximate,m,2015-01-24,certain,traditional narrative,na,all,English,good,none,1338,no
T020,kke-c_2015-02-03_narr-1,AK,30,approximate,m,2015-02-03,certain,personal narrative,na,all,English,good,none,747,no
T021,kke-c_2015-02-03_narr-2,AK,30,approximate,m,2015-02-03,certain,personal narrative,na,all,English,good,none,1333,no
T022,kke-c_2015-02-03_narr-3,AK,30,approximate,m,2015-02-03,certain,traditional narrative,na,all,English,good,none,586,no
T001,kke-c_2013-12-07_talk-01,MK/BK,35/25,approximate,m/m,2013-12-07,certain,conversation,na,all,English,medium,punctual,4851,yes
T002,kke-c_2013-12-07_talk-02,MK/NumK,35/30,approximate,m/f,2013-12-07,certain,conversation,na,all,English,medium,punctual,3135,yes
T003,kke-c_2013-12-07_talk-03,MK/NumK,35/30,approximate,m/f,2013-12-07,certain,conversation,na,all,English,medium,punctual,3392,yes
T004,kke-c_2013-12-07_talk-04,MK/BilK,35/25,approximate,m/m,2013-12-07,certain,conversation,na,all,English,medium,punctual,2345,yes
T005,kke-c_2013-12-07_talk-05,MK/AlfM,35/18,approximate,m/m,2013-12-07,certain,conversation,na,all,English,medium,punctual,3626,yes
T006,kke-c_2013-12-07_talk-06,AlfM/MK,18/35,approximate,m/m,2013-12-07,certain,conversation,na,all,English,medium,punctual,378,yes
T007,kke-c_2013-12-07_talk-07,MK/KerS,35/25,approximate,m/m,2013-12-07,certain,conversation,na,all,English,medium,punctual,1603,yes
T010,kke-c_2013-12-20_carpentry-talk,AmaM/NbeK,40/30,approximate,m/m,2013-12-20,certain,conversation,na,all,English,bad,constant,1435,yes
T011,kke-c_2013-12-20_KP_mosque-03,MamJ/AmaM,50/40,approximate,m/m,2013-12-20,certain,conversation,na,all,English,medium,punctual,2589,yes
T012,kke-c_2013-12-20_KP_mosque-04,AmaM/AlaK,40/50,approximate,m/m,2013-12-20,certain,conversation,na,all,English,medium,punctual,1822,yes
T013,kke-c_2013-12-20_KP_mosque-06,AmaM/NumK,40/60,approximate,m/f,2013-12-20,certain,conversation,na,all,English,medium,punctual,2200,yes
T014,kke-c_2013-12-21_labiko-1,SuIK/BeIS,45/60,approximate,m/m,2013-12-21,certain,conversation,na,all,English,medium,punctual,3225,yes
T015,kke-c_2013-12-21_labiko-smithy,SarK/BeIS,60/60,approximate,m/m,2013-12-21,certain,conversation,na,all,English,medium,punctual,1670,yes
T023,kke-n_2013-12-22_SN-talk,SanK/PenK,55/50,approximate,m/f,2013-12-22,certain,conversation,na,all,English,medium,none,4860,yes
