id,name,spk_code,spk_age,spk_age_c,spk_sex,rec_date,rec_date_c,genre,genre_stim,gloss,transl,sound_quality,background_noise,word_tokens,extended
T001,PKZ_196X_Alenushka_continuation_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,80,yes
T002,PKZ_196X_AfterChase_nar,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,18,yes
T003,PKZ_196X_Alenushka_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,129,yes
T004,PKZ_196X_Alenushka2_continuation_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,162,yes
T005,PKZ_196X_AngryLady_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,202,yes
T006,PKZ_196X_AxePorridge_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,77,yes
T007,PKZ_196X_BearLeek_nar,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,32,yes
T008,PKZ_196X_BearMeat_nar,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,21,yes
T009,PKZ_196X_BearWoodenFoot_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,147,yes
T010,PKZ_196X_BirdBringsFish_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,158,yes
T011,PKZ_196X_BlacksmithAndMerchant_cont_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,40,yes
T012,PKZ_196X_BlacksmithAndMerchant_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,92,yes
T013,PKZ_196X_Branch_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,46,yes
