id,name,spk_code,spk_age,spk_age_c,spk_sex,rec_date,rec_date_c,genre,genre_stim,gloss,transl,sound_quality,background_noise,word_tokens,extended
T004,ET1_2,ET1,37,certain,f,2015-06-26,certain,personal narrative,na,break/gloss,English,medium,constant,268,no
T005,IR1_2,IR1,53,certain,f,2015-06-26,certain,personal narrative,na,break/gloss,English,medium,constant,417,no
T011,LM1_1,LM1,72,approximate,f,2015-08-06,certain,traditional narrative,na,break/gloss,English,medium,constant,515,no
T012,LM1_3,LM1,72,approximate,f,2015-11-17,certain,traditional narrative,na,break/gloss,English,medium,constant,342,no
T018,RL1_2,RL1,61,certain,f,2015-06-26,certain,personal narrative,na,break/gloss,English,medium,constant,104,no
T019,RT1_1,RT1,62,certain,m,2016-06-16,certain,stimulus retelling,pear story,break/gloss,English,medium,constant,591,no
T021,SB_AT1_chore,AT1,67,certain,f,2017-07-30,certain,stimulus retelling,MelaTAMP Chore Girl storyboard,none,English,good,constant,194,no
T022,SB_AT1_fortune,AT1,67,certain,f,2017-07-30,certain,stimulus retelling,MelaTAMP Fortune Teller storyboard,none,English,good,constant,221,no
T027,SB_AT1_weather,AT1,67,certain,f,2017-07-30,certain,stimulus retelling,MelaTAMP Bill vs the Weather storyboard,none,English,good,constant,311,no
T028,SB_AT1_woodchopper,AT1,67,certain,f,2017-07-30,certain,stimulus retelling,MelaTAMP Woodchopper storyboard,none,English,good,constant,239,no
T029,SB_AT1_yam,AT1,67,certain,f,2017-07-30,certain,stimulus retelling,MelaTAMP Red Yam storyboard,none,English,good,constant,208,no
T032,SB_ET1_fortune,ET1,37,certain,f,2017-07-30,certain,stimulus retelling,MelaTAMP Fortune Teller storyboard,none,English,good,constant,427,no
T037,SB_ET1_weather,ET1,37,certain,f,2017-07-30,certain,stimulus retelling,MelaTAMP Bill vs the Weather storyboard,none,English,good,constant,518,no
T038,SB_ET1_woodchopper,ET1,37,certain,f,2017-07-30,certain,stimulus retelling,MelaTAMP Woodchopper storyboard,none,English,good,constant,389,no
T039,SB_ET1_yam,ET1,37,certain,f,2017-07-30,certain,stimulus retelling,MelaTAMP Red Yam storyboard,none,English,good,constant,328,no
T040,SJ1_9,SJ1,61,certain,m,2015-06-10,certain,traditional narrative,na,break/gloss,English,good,constant,861,no
T041,SJ1_10,SJ1,61,certain,m,2015-06-10,certain,personal narrative,na,break/gloss,English,good,constant,721,no
T042,SJ1_21,SJ1,61,certain,m,2015-11-20,certain,personal narrative,na,break/gloss,English,medium,constant,950,no
T043,TH1_2,TH1,49,certain,m,2015-06-26,certain,personal narrative,na,break/gloss,English,medium,constant,151,no
T044,WS1_2,WS1,54,certain,m,2014-05-10,certain,traditional narrative,na,break/gloss,English,medium,constant,1223,no
T045,WS1_3,WS1,54,certain,m,2014-05-10,certain,traditional narrative,na,break/gloss,English,medium,constant,439,no
T046,WS1_4a,WS1,54,certain,m,2014-05-10,certain,personal narrative,na,break/gloss,English,good,constant,23,no
T047,WS1_4b,WS1,54,certain,m,2014-05-10,certain,personal narrative,na,break/gloss,English,good,constant,36,no
T048,WS1_5,WS1,54,certain,m,2014-05-10,certain,personal narrative,na,break/gloss,English,good,constant,117,no
T049,WS1_7,WS1,55,certain,m,2015-06-14,certain,personal narrative,na,break/gloss,English,good,constant,287,no
T051,WS3_2,WS3,34,certain,f,2016-06-17,certain,procedural,pear story,break/gloss,English,medium,constant,290,no
T050,WS1_14,JT1/WS1,64/55,certain/certain,m/m,2015-11-19,certain,conversation,na,break/gloss,English,bad,constant,793,yes
T002,BK1_1,BK1,60,approximate,m,2015-06-06,certain,traditional narrative,na,break/gloss,English,medium,punctual,510,yes
T003,BK1_2,KS1/BK1,40/60,approximate/approximate,m/m,2015-12-01,certain,conversation,na,break/gloss,English,medium,constant,451,yes
T006,KS1_1,KS1,40,approximate,m,2015-06-06,certain,personal narrative,na,break/gloss,English,medium,constant,1545,yes
T007,KS1_2,KS1/SJ1,50/61,approximate/certain,m/m,2015-12-01,certain,conversation,na,none,English,bad,constant,1405,yes
T008,KS2_1,KS2,14,certain,f,2015-11-17,certain,conversation,na,break/gloss,English,bad,constant,117,yes
T009,KS2_2,KS2,14,certain,f,2015-11-17,certain,conversation,na,break/gloss,English,bad,constant,28,yes
T010,KS2_3,KS2,14,certain,f,2015-11-17,certain,conversation,na,break/gloss,English,bad,constant,141,yes
T013,LM1_4,LM1/WS1,72/54,approximate/certain,f/m,2015-11-17,certain,conversation,na,break/gloss,English,bad,constant,121,yes
T014,LM1_5,LM1,72,approximate,f,2015-11-17,certain,conversation,na,break/gloss,English,bad,constant,83,yes
T015,LM1_6,LM1,72,approximate,f,2015-11-17,certain,conversation,na,break/gloss,English,bad,constant,27,yes
T016,LM1_7,LM1/WS1,72/54,approximate/certain,f/m,2015-11-17,certain,conversation,na,break/gloss,English,bad,constant,23,yes
T017,LM1_11,IR1/LM1,54/72,certain/approximate,f/f,2016-06-16,certain,conversation,na,break/gloss,English,bad,constant,3717,yes
