id,name,spk_code,spk_age,spk_age_c,spk_sex,rec_date,rec_date_c,genre,genre_stim,gloss,transl,sound_quality,background_noise,word_tokens,extended
T026,tci20120906a,MAB/SKK,68/38,certain/certain,m/m,2012-09-06,certain,conversation,na,all,English,good,na,681,no
T001,tci20100905a,ABB,60,certain,m,2010-09-05,certain,traditional narrative,na,all,English,good,na,454,no
T002,tci20110802a,ABB,60,certain,m,2011-08-02,certain,traditional narrative,na,all,English,good,na,530,no
T003,tci20110810a-01,MAB,68,certain,m,2011-08-10,certain,personal narrative,na,all,English,good,na,210,no
T004,tci20110810a-02,MAB,68,certain,m,2011-08-10,certain,personal narrative,na,all,English,good,na,266,no
T006,tci20110817a-02,ABB,60,certain,m,2011-08-17,certain,personal narrative,na,all,English,good,na,416,no
T016,tci20120815a,ABB,60,certain,m,2012-08-15,certain,personal narrative,na,all,English,good,na,343,no
T017,tci20120817a-02,ABB,60,certain,m,2012-08-17,certain,personal narrative,na,all,English,good,na,143,no
T019,tci20120821a-01,LNA,56,certain,f,2012-08-21,certain,personal narrative,na,all,English,good,na,300,no
T023,tci20120901a-01,MAK,63,certain,m,2012-09-01,certain,traditional narrative,na,all,English,good,na,858,no
T024,tci20120904a-01,MAB,68,certain,m,2012-09-04,certain,personal narrative,na,all,English,good,na,580,no
T025,tci20120904a-02,MAB,68,certain,m,2012-09-04,certain,personal narrative,na,all,English,good,na,983,no
T029,tci20120922a-08,DAK,38,certain,m,2012-09-22,certain,traditional narrative,na,all,English,good,na,573,no
T046,tci20130823a-08,WAM,32,certain,f,2013-08-23,certain,personal narrative,na,all,English,good,na,258,no
T050,tci20130903v-03,MKW,35,certain,m,2013-09-03,certain,personal narrative,na,all,English,good,na,643,no
T051,tci20130903v-04,RNA,28,certain,f,2013-09-03,certain,traditional narrative,na,all,English,good,na,607,no
T054,tci20130911v-03,MBR,40,certain,f,2013-09-11,certain,personal narrative,na,all,English,good,na,376,no
T056,tci20130923a-01,ALB,34,certain,f,2013-09-23,certain,traditional narrative,na,all,English,good,na,255,no
T065,tci20150919v-05,LNA/SKK,56/38,certain/certain,f/m,2015-09-19,certain,conversation,na,all,English,good,na,1416,no
T005,tci20110813a-09,DAK,38,certain,m,2011-08-13,certain,personal narrative,na,all,English,medium,na,355,yes
T007,tci20111004a,RMA/TSA/MAE,31/24/25,certain/certain/certain,m/m/m,2011-10-04,certain,stimulus retelling,Family Problems Picture Series,all,English,medium,na,2950,yes
