id,name,spk_code,spk_age,spk_age_c,spk_sex,rec_date,rec_date_c,genre,genre_stim,gloss,transl,sound_quality,background_noise,word_tokens,extended
T003,aakityeMM1,MM,55,certain,m,2008-03-18,certain,personal narrative,na,all,Spanish,medium,constant,396,no
T039,llijchu_ine_II1_00-16,JUM,61,certain,f,2005-08-09,certain,traditional narrative,na,all,Spanish,medium,constant,978,no
T018,mc_bora_meenujkatsi,V,50,certain,f,2004-12-27,certain,traditional narrative,na,all,Spanish,medium,constant,946,no
T029,niivuwa,ROR,50,certain,f,2005-01-31,certain,traditional narrative,na,all,Spanish,medium,constant,537,no
T031,ovehe_1,JUM,61,certain,f,2005-07-27,certain,traditional narrative,na,all,Spanish,medium,constant,546,no
T033,mc_bora_ajyuwa,MM,52,certain,m,2005-08-02,certain,traditional narrative,na,all,Spanish/English,good,punctual,2612,no
T034,taava_meewa,JUM,61,certain,f,2005-02-09,certain,traditional narrative,na,all,Spanish,medium,punctual,1034,no
T038,warEhko_mEE,CAP,60,certain,m,2005-08-12,certain,traditional narrative,na,all,Spanish,bad,constant,1177,no
T002,aakityeJP1,JP,63,certain,m,2008-03-19,certain,personal narrative,na,all,Spanish,medium,constant,205,no
T004,ajpakyo_hist,AP,45,approximate,m,2005-07-30,certain,traditional narrative,na,all,Spanish,medium,constant,205,yes
T005,booake_idyone,MM,52,certain,m,2005-01-31,certain,traditional narrative,na,all,Spanish,medium,constant,1016,yes
T006,bora_inf_2,JUM/JP/AM,61/61/30,certain/certain/approximate,f/m/m,2005-07-25,certain,conversation,na,all,Spanish,bad,constant,194,yes
T007,cahu_1,JUM/LIR/JP,61/30/61,certain/approximate/certain,f/m/m,2005-02-09,certain,conversation,na,all,Spanish,bad,constant,31,yes
T008,cahu_2,FEB/ARR/OLO/JUM,30/50/40/61,approximate/approximate/approximate/certain,na/na/na/f,2005-02-09,certain,conversation,na,all,Spanish,bad,constant,96,yes
T009,cntres_10_Bora,RA,52,certain,f,2005-07-19,certain,traditional narrative,na,all,Spanish,medium,constant,347,yes
T010,dahpe_VR,VIR,55,approximate,m,2006-08-05,certain,procedural,na,all,Spanish,bad,constant,129,yes
T011,fb_6,MM/RR,52/55,certain/approximate,m/m,2005-02-06,certain,conversation,na,all,Spanish/English,medium,constant,246,yes
T012,ijtyahooja_1,MAM/JP/MM/ALF/ELP/LIR/LBP/HIC,40/61/52/30/25/30/50/50,approximate/certain/certain/approximate/approximate/approximate/approximate/approximate,f/m/m/m/m/m/f/f,2005-08-05,certain,conversation,na,all,Spanish,bad,constant,542,yes
T013,inf_josrobetc3,JP/RO,60/75,certain/na,m/m,2004-12-30,certain,conversation,na,all,Spanish,bad,constant,192,yes
T014,llijchu_ine_I,MM,52,certain,m,2005-08-08,certain,traditional narrative,na,all,Spanish,medium,constant,2562,yes
T039,llijchu_ine_II1_16-END,JUM,61,certain,f,2005-08-09,certain,traditional narrative,na,all,Spanish,medium,constant,4327,yes
T016,lluuhii,AC,55,approximate,m,2006-09-11,certain,traditional narrative,na,all,Spanish,medium,constant,1248,yes
T017,maloca_renov,MM,52,certain,m,2005-07-25,certain,personal narrative,na,all,Spanish,medium,constant,712,yes
T019,mEEva_llij,MM,52,certain,m,2005-01-26,certain,traditional narrative,na,all,Spanish,medium,constant,737,yes
T020,mEEva_ran,MM,52,certain,m,2005-01-31,certain,traditional narrative,na,all,Spanish,medium,constant,310,yes
T021,mEEvaAurel06,AC,55,approximate,m,2006-09-11,certain,traditional narrative,na,all,Spanish,medium,constant,743,yes
T022,mEEvaMM06_5,MM,53,certain,m,2006-08-19,certain,traditional narrative,na,all,Spanish,medium,constant,685,yes
T023,minga_2,ESI/JP/JUN/OL/MM/JR/SV/ES/AL/CAV/GPE/MVP/LUR/INE/YOS,45/60/40/50/52/61/40/50/30/30/50/40/40/30/40,approximate/certain/approximate/approximate/certain/certain/approximate/approximate/approximate/approximate/approximate/approximate/approximate/approximate/approximate,m/m/m/m/m/m/f/m/m/m/f/m/m/m/f,2004-12-18,certain,conversation,na,all,Spanish,bad,constant,192,yes
T024,minga_7,JUM/JUN/GPE/OL/AF/CP/JP/ES,61/40/50/50/30/30/61/40,certain/ approximate/ approximate/ approximate/ approximate/ approximate/certain/ approximate,f/m/f/m/f/m/m/m,2004-12-18,certain,conversation,na,all,Spanish,bad,constant,108,yes
T025,minga_8,MM/JN/JP/ES/ALF/DRS/OL,52/40/60/45/30/20/50,certain/approximate/certain/ approximate/ approximate/ approximate/ approximate,m/m/m/m/m/m/m,2004-12-18,certain,conversation,na,all,Spanish,bad,constant,162,yes
T026,namedi_lluuva,MM,52,certain,m,2005-01-23,certain,traditional narrative,na,all,Spanish,medium,constant,695,yes
T028,nEjke_kuriota,AP,45,approximate,m,2005-07-30,certain,traditional narrative,na,all,Spanish,medium,constant,2093,yes
T030,niivuwajE,AC,55,certain,m,2005-07-27,certain,traditional narrative,na,all,Spanish,medium,constant,574,yes
T032,peetsocouuba,AC,55,certain,m,2006-09-11,certain,traditional narrative,na,all,Spanish,medium,constant,333,yes
T035,vuurihii,AP,45,approximate,m,2005-07-31,certain,traditional narrative,na,all,Spanish,medium,constant,1422,yes
T036,wakyu_cant_1,MM/LIR,52/na,certain/na,m/m,2005-01-26,certain,traditional narrative,na,all,Spanish/English,medium,constant,102,yes
T037,wakyu_hist,MM,52,certain,m,2005-01-23,certain,procedural,na,all,Spanish,medium,constant,991,yes
T001,aakityeAC1,AC,55,approximate,m,2008-03-19,certain,personal narrative,na,all,Spanish,medium,constant,153,yes
