id,name,spk_code,spk_age,spk_age_c,spk_sex,rec_date,rec_date_c,genre,genre_stim,gloss,transl,sound_quality,background_noise,word_tokens,extended
T001,16pics2_MK,FS99,68,certain,m,2012,certain,stimulus retelling,na,all,English,medium,constant,336,no
T002,blueberries,FS9,65,approximate,f,2003,certain,personal narrative,na,all,English,good,none,273,no
T003,Cecil_funny,MS32,63,certain,m,2006,certain,personal narrative,na,all,English,bad,punctual,56,no
T004,CHT_discussion,MS31/MS30,70/65,approximate/approximate,m/m,2005-03,certain,conversation,na,all,English,bad,punctual,556,no
T005,ED_01,FS5,84,certain,f,2004,certain,personal narrative,na,all,English,good,none,301,no
T006,ED_02,FS5,84,certain,f,2004,certain,personal narrative,na,all,English,good,none,317,no
T007,ED_03,FS5,84,certain,f,2004,certain,personal narrative,na,all,English,good,none,310,no
T008,ED_04,FS5,84,certain,f,2004,certain,personal narrative,na,all,English,good,none,296,no
T009,ED_05,FS5,84,certain,f,2004,certain,personal narrative,na,all,English,good,none,295,no
T010,ED_06,FS5,84,certain,f,2004,certain,personal narrative,na,all,English,good,none,250,no
T011,ED_07,FS5,84,certain,f,2004,certain,personal narrative,na,all,English,good,none,270,no
T012,ED_08,FS5,84,certain,f,2004,certain,personal narrative,na,all,English,good,none,222,no
T013,ED_09,FS5,84,certain,f,2004,certain,personal narrative,na,all,English,good,none,264,no
T014,ED_10,FS5,84,certain,f,2004,certain,personal narrative,na,all,English,good,none,234,no
T015,JSmoke,FS7,65,approximate,f,2003-09,certain,personal narrative,na,all,English,medium,none,198,no
T016,OneFrogTooMany,MS32,69,certain,m,2012,certain,stimulus retelling,frog story,all,English,good,none,821,no
T017,preston,MS28,56,certain,m,2004-02,certain,personal narrative,na,all,English,medium,none,666,no
T018,RabbitandTurtle,MS7,75,approximate,m,2010,approximate,traditional narrative,na,all,English,medium,none,649,no
T019,Richard,MS30,55,approximate,m,2003,approximate,personal narrative,na,all,English,bad,none,494,no
T020,twins,MS19,83,certain,m,2003-10,certain,traditional narrative,na,all,English,good,none,277,no
T021,womentrack2,FS12,65,approximate,f,2003-10,certain,personal narrative,na,all,English,good,none,253,no
