id,name,spk_code,spk_age,spk_age_c,spk_sex,rec_date,rec_date_c,genre,genre_stim,gloss,transl,sound_quality,background_noise,word_tokens,extended
T017,13_Lathadlabot_2,NN,60,approximate,m,2012-03-24,certain,personal narrative,na,all,English,medium,constant,942,yes
T001,01_Pear_Story,BB,47,certain,f,2011-05-26,certain,stimulus retelling,pear story,all,English,good,constant,669,no
T002,04_Areal_History,DD,70,certain,f,2011-05-26,certain,personal narrative,na,all,English,good,punctual,1696,no
T003,09_Pear_Story,FF,26,certain,m,2011-06-07,certain,stimulus retelling,pear story,all,English,good,none,859,no
T004,09_Areal_History_pt1,BD,44,certain,m,2011-05-27,certain,personal narrative,na,all,English,good,constant,1822,no
T005,17_PakynteinPt2SooKpoh-DevelopmentofFamilies,CP,49,certain,m,2012-05-19,certain,traditional narrative,na,all,English,good,none,1027,no
T006,23_PakynteinPt8LanguageChanges,CP,49,certain,m,2012-05-19,certain,traditional narrative,na,all,English,good,punctual,915,no
T007,27_PakynteinPt12BetelLeaf,CP,49,certain,m,2012-05-19,certain,traditional narrative,na,all,English,good,punctual,826,no
T008,34_Matrilineal_Explanation,II,54,certain,m,2012-04-23,certain,traditional narrative,na,all,English,medium,constant,706,no
T009,00_Archery_Interview,AA/ZZ,48/36,certain,m/m,2011-06-04,certain,conversation,na,all,English,good,punctual,1458,yes
T010,02_Pear_Story,CC,36,certain,m,2011-05-26,certain,stimulus retelling,pear story,all,English,medium,constant,812,yes
T011,06_Daloi_Raliang,CL,44,certain,m,2011-05-27,certain,personal narrative,na,all,English,good,punctual,189,yes
T012,07_Kiang_Nangbah,EE,43,certain,m,2011-06-04,certain,traditional narrative,na,all,English,good,punctual,1011,yes
T013,10_Raliang_Stones,BD,44,certain,m,2011-05-27,certain,traditional narrative,na,all,na,good,none,66,yes
T014,12_Bygone_Past,GG,43,certain,f,2012-05-20,certain,personal narrative,na,all,English,medium,punctual,1193,yes
T016,13_Lathadlabot_1,MM,60,approximate,m,2012-03-24,certain,personal narrative,na,all,English,medium,constant,464,yes
T018,13_Lathadlabot_3,OO,70,certain,m,2012-03-24,certain,personal narrative,na,all,English,medium,constant,143,yes
T019,31_SohmyntingInterview_1,HH,63,certain,m,2012-05-27,certain,personal narrative,na,all,English,medium,punctual,1205,yes
T020,32_SohmyntingInterview_2,KK,63,na,m,2012-05-27,certain,personal narrative,na,all,English,medium,punctual,1812,yes
T021,33_SohmyntingInterview_3,LL,63,na,m,2012-05-27,certain,personal narrative,na,all,English,good,punctual,1946,yes
T022,35_Kwai_Pathi,JJ,16,certain,f,2013-07-15,certain,traditional narrative,na,all,English,good,punctual,693,yes
