id,name,spk_code,spk_age,spk_age_c,spk_sex,rec_date,rec_date_c,genre,genre_stim,gloss,transl,sound_quality,background_noise,word_tokens,extended
T001,2004ERGstoryLA21_1,A21,24,approximate,f,2005-02-05,certain,stimulus retelling,monster story,none,English,bad,punctual,89,no
T002,2004ERGstoryLA21_2,A21,24,approximate,f,2005-02-05,certain,stimulus retelling,monster story,none,English,bad,punctual,170,no
T003,2004ERGstoryLA21_3,A21,24,approximate,f,2005-02-05,certain,stimulus retelling,monster story,none,English,bad,punctual,232,no
T004,2008ERGstoryLA57,A57,23,certain,f,2008-06-30,certain,stimulus retelling,monster story,none,English,good,punctual,904,no
T005,2015ERGstoryLA90,A90,22,certain,f,2015-06-14,certain,stimulus retelling,monster story,none,English,medium,constant,2364,no
T006,2015ERGstoryLA91,A91,29,certain,f,2015-06-14,certain,stimulus retelling,monster story,none,English,medium,constant,2175,no
T007,2015ERGstoryLAC43,AC43,25,approximate,f,2015-06-02,certain,stimulus retelling,monster story,none,English,medium,punctual,1400,no
T008,2015ERGstoryLAC58,AC58,20,certain,f,2015-05-03,certain,stimulus retelling,monster story,none,English,medium,punctual,1338,no
