id,name,spk_code,spk_age,spk_age_c,spk_sex,rec_date,rec_date_c,genre,genre_stim,gloss,transl,sound_quality,background_noise,word_tokens,extended
T042,CJP-TXT-CO-00000-13,13,16,certain,f,2011,certain,procedural,na,break/gloss,English,good,constant,130,yes
T043,CJP-TXT-CO-00000-14,14,42,certain,f,2011,certain,procedural,na,break/gloss,English,good,constant,31,yes
T044,CJP-TXT-CO-00000-15,15,45,certain,f,2011,certain,procedural,na,break/gloss,English,bad,constant,37,yes
T045,CJP-TXT-CO-00000-16,16,26,certain,m,2011,certain,procedural,na,break/gloss,English,medium,constant,63,yes
T046,CJP-TXT-PA-00000-02,2,22,certain,f,2011,certain,procedural,na,break/gloss,English,bad,constant,42,yes
T047,CJP-TXT-PA-00000-03,3,34,certain,f,2011,certain,procedural,na,break/gloss,English,medium,constant,82,yes
T049,CJP-TXT-PA-00000-05,5,30,certain,m,2011,certain,procedural,na,break/gloss,English,bad,constant,54,yes
T050,CJP-TXT-PA-00000-06,6,25,certain,f,2011,certain,procedural,na,break/gloss,English,medium,constant,155,yes
T051,CJP-TXT-PA-00000-07,7,37,certain,m,2011,certain,procedural,na,break/gloss,English,medium,constant,76,yes
T052,CJP-TXT-PA-00000-08,8,34,certain,f,2011,certain,procedural,na,break/gloss,English,medium,constant,200,yes
T053,CJP-TXT-PA-00000-09,9,19,certain,m,2011,certain,procedural,na,break/gloss,English,medium,constant,195,yes
T054,CJP-TXT-PA-00000-10,10,16,certain,f,2011,certain,procedural,na,break/gloss,English,bad,constant,42,yes
T055,CJP-TXT-PA-00000-11,11,19,certain,f,2011,certain,procedural,na,break/gloss,English,bad,constant,114,yes
T057,CJP-TXT-PA-00000-14,14,42,certain,f,2011,certain,procedural,na,break/gloss,English,bad,constant,69,yes
T058,CJP-TXT-PA-00000-15,15,45,certain,f,2011,certain,procedural,na,break/gloss,English,medium,constant,58,yes
T059,CJP-TXT-PA-00000-16,16,26,certain,m,2011,certain,procedural,na,break/gloss,English,medium,constant,68,yes
T060,CJP-VIS-JN-MON-0-02,2,22,certain,f,2011,certain,stimulus retelling,jungle book,break/gloss,English,bad,constant,133,yes
T061,CJP-VIS-JN-MON-0-05,5,30,certain,m,2011,certain,stimulus retelling,jungle book,break/gloss,English,bad,constant,56,yes
T064,CJP-VIS-JN-MON-0-10,10,16,certain,f,2011,certain,stimulus retelling,jungle book,break/gloss,English,medium,constant,71,yes
T065,CJP-VIS-JN-MON-0-13,13,16,certain,f,2011,certain,stimulus retelling,jungle book,break/gloss,English,medium,constant,181,yes
T066,CJP-VIS-JN-MON-0-14,14,42,certain,f,2011,certain,stimulus retelling,jungle book,break/gloss,English,medium,constant,138,yes
T069,CJP-VIS-LI-MON-0-05,5,30,certain,m,2011,certain,stimulus retelling,lion film,break/gloss,English,bad,constant,97,yes
T071,CJP-VIS-LI-MON-0-11,11,19,certain,f,2011,certain,stimulus retelling,lion film,break/gloss,English,bad,constant,170,yes
T076,CJP-VIS-MA-MON-0-05,5,30,certain,m,2011,certain,stimulus retelling,mole film,break/gloss,English,bad,constant,70,yes
T078,CJP-VIS-MA-MON-0-11,11,19,certain,f,2011,certain,stimulus retelling,mole film,break/gloss,English,bad,constant,209,yes
T080,CJP-VIS-MA-MON-0-14,14,42,certain,f,2011,certain,stimulus retelling,mole film,break/gloss,English,bad,constant,103,yes
T081,CJP-VIS-MG-MON-0-02,2,22,certain,f,2011,certain,stimulus retelling,mogli film,break/gloss,English,bad,constant,128,yes
T082,CJP-VIS-MG-MON-0-07,7,37,certain,m,2011,certain,stimulus retelling,mogli film,break/gloss,English,medium,constant,131,yes
T085,CJP-VIS-MG-MON-0-10,10,16,certain,f,2011,certain,stimulus retelling,mogli film,break/gloss,English,medium,constant,75,yes
T086,CJP-VIS-MG-MON-0-15,15,45,certain,f,2011,certain,stimulus retelling,mogli film,break/gloss,English,bad,constant,81,yes
T088,CJP-VIS-ML-MON-0-02,2,22,certain,f,2011,certain,stimulus retelling,mail film,break/gloss,English,bad,constant,71,yes
T089,CJP-VIS-ML-MON-0-05,5,30,certain,m,2011,certain,stimulus retelling,mail film,break/gloss,English,bad,constant,53,yes
T090,CJP-VIS-ML-MON-0-06,6,25,certain,f,2011,certain,stimulus retelling,mail film,break/gloss,English,bad,constant,172,yes
T092,CJP-VIS-ML-MON-0-10,10,16,certain,f,2011,certain,stimulus retelling,mail film,break/gloss,English,bad,constant,63,yes
T094,CJP-VIS-ML-MON-0-14,14,42,certain,f,2011,certain,stimulus retelling,mail film,break/gloss,English,bad,constant,95,yes
T099,CJP-VIS-PE-MON-0-11,11,19,certain,f,2011,certain,stimulus retelling,pear story,break/gloss,English,medium,constant,140,yes
T100,CJP-VIS-PE-MON-0-15,15,45,certain,f,2011,certain,stimulus retelling,pear story,break/gloss,English,bad,constant,63,yes
T102,CJP-VIS-SH-MON-0-02,2,22,certain,f,2011,certain,stimulus retelling,shaun the sheep,break/gloss,English,bad,constant,194,yes
T106,CJP-VIS-SH-MON-0-10,10,16,certain,f,2011,certain,stimulus retelling,shaun the sheep,break/gloss,English,medium,constant,71,yes
T107,CJP-VIS-SH-MON-0-15,15,45,certain,f,2011,certain,stimulus retelling,shaun the sheep,break/gloss,English,bad,constant,37,yes
T109,CJP-VIS-TW-MON-0-03,3,34,certain,f,2011,certain,stimulus retelling,tweety film,break/gloss,English,bad,constant,199,yes
T110,CJP-VIS-TW-MON-0-04,4,17,certain,m,2011,certain,stimulus retelling,tweety film,break/gloss,English,medium,constant,149,yes
T111,CJP-VIS-TW-MON-0-07,7,37,certain,m,2011,certain,stimulus retelling,tweety film,break/gloss,English,good,constant,110,yes
T113,CJP-VIS-TW-MON-0-11,11,19,certain,f,2011,certain,stimulus retelling,tweety film,break/gloss,English,bad,constant,126,yes
T114,CJP-VIS-TW-MON-0-15,15,45,certain,f,2011,certain,stimulus retelling,tweety film,break/gloss,English,medium,constant,41,yes
