id,name,spk_code,spk_age,spk_age_c,spk_sex,rec_date,rec_date_c,genre,genre_stim,gloss,transl,sound_quality,background_noise,word_tokens,extended
T003,CJP-TXT-AN-00000-04,4,17,certain,m,2011,certain,personal narrative,na,break/gloss,English,good,constant,773,no
T006,CJP-TXT-AN-00000-07,7,37,certain,m,2011,certain,personal narrative,na,break/gloss,English,medium,constant,354,no
T007,CJP-TXT-AN-00000-08,8,34,certain,f,2011,certain,personal narrative,na,break/gloss,English,medium,constant,274,no
T008,CJP-TXT-AN-00000-09,9,19,certain,m,2011,certain,personal narrative,na,break/gloss,English,good,constant,186,no
T010,CJP-TXT-AN-00000-11,11,19,certain,f,2011,certain,personal narrative,na,break/gloss,English,bad,constant,227,no
T012,CJP-TXT-AN-00000-13,13,16,certain,f,2011,certain,personal narrative,na,break/gloss,English,bad,constant,443,no
T018,CJP-TXT-CD-00000-04,4,17,certain,m,2011,certain,procedural,na,break/gloss,English,medium,constant,224,no
T023,CJP-TXT-CD-00000-09,9,19,certain,m,2011,certain,procedural,na,break/gloss,English,good,constant,224,no
T027,CJP-TXT-CD-00000-13,13,16,certain,f,2011,certain,procedural,na,break/gloss,English,medium,constant,270,no
T037,CJP-TXT-CO-00000-08,8,34,certain,f,2011,certain,procedural,na,break/gloss,English,bad,constant,197,no
T048,CJP-TXT-PA-00000-04,4,17,certain,m,2011,certain,procedural,na,break/gloss,English,good,constant,232,no
T056,CJP-TXT-PA-00000-13,13,16,certain,f,2011,certain,procedural,na,break/gloss,English,medium,constant,244,no
T062,CJP-VIS-JN-MON-0-06,6,25,certain,f,2011,certain,stimulus retelling,jungle book,break/gloss,English,medium,constant,208,no
T063,CJP-VIS-JN-MON-0-09,9,19,certain,m,2011,certain,stimulus retelling,jungle book,break/gloss,English,good,constant,222,no
T067,CJP-VIS-LI-MON-0-03,3,34,certain,f,2011,certain,stimulus retelling,lion film,break/gloss,English,bad,constant,219,no
T068,CJP-VIS-LI-MON-0-04,4,17,certain,m,2011,certain,stimulus retelling,lion film,break/gloss,English,good,constant,219,no
T070,CJP-VIS-LI-MON-0-06,6,25,certain,f,2011,certain,stimulus retelling,lion film,break/gloss,English,bad,constant,248,no
T072,CJP-VIS-LI-MON-0-13,13,16,certain,f,2011,certain,stimulus retelling,lion film,break/gloss,English,medium,constant,193,no
T073,CJP-VIS-LI-MON-0-14,14,42,certain,f,2011,certain,stimulus retelling,lion film,break/gloss,English,bad,constant,258,no
T074,CJP-VIS-MA-MON-0-03,3,34,certain,f,2011,certain,stimulus retelling,mole film,break/gloss,English,good,constant,254,no
T075,CJP-VIS-MA-MON-0-04,4,17,certain,m,2011,certain,stimulus retelling,mole film,break/gloss,English,good,constant,210,no
T077,CJP-VIS-MA-MON-0-06,6,25,certain,f,2011,certain,stimulus retelling,mole film,break/gloss,English,bad,constant,277,no
T079,CJP-VIS-MA-MON-0-13,13,16,certain,f,2011,certain,stimulus retelling,mole film,break/gloss,English,medium,constant,396,no
T083,CJP-VIS-MG-MON-0-08,8,34,certain,f,2011,certain,stimulus retelling,mogli film,break/gloss,English,medium,constant,501,no
T084,CJP-VIS-MG-MON-0-09,9,19,certain,m,2011,certain,stimulus retelling,mogli film,break/gloss,English,good,constant,252,no
T087,CJP-VIS-MG-MON-0-16,16,26,certain,m,2011,certain,stimulus retelling,mogli film,break/gloss,English,bad,constant,290,no
T091,CJP-VIS-ML-MON-0-09,9,19,certain,m,2011,certain,stimulus retelling,mail film,break/gloss,English,medium,constant,230,no
T093,CJP-VIS-ML-MON-0-13,13,16,certain,f,2011,certain,stimulus retelling,mail film,break/gloss,English,medium,constant,371,no
T095,CJP-VIS-PE-MON-0-03,3,34,certain,f,2011,certain,stimulus retelling,pear story,break/gloss,English,bad,constant,170,no
T096,CJP-VIS-PE-MON-0-04,4,17,certain,m,2011,certain,stimulus retelling,pear story,break/gloss,English,medium,constant,186,no
T097,CJP-VIS-PE-MON-0-07,7,37,certain,m,2011,certain,stimulus retelling,pear story,break/gloss,English,bad,constant,248,no
T098,CJP-VIS-PE-MON-0-08,8,34,certain,f,2011,certain,stimulus retelling,pear story,break/gloss,English,good,constant,269,no
T101,CJP-VIS-PE-MON-0-16,16,26,certain,m,2011,certain,stimulus retelling,pear story,break/gloss,English,bad,constant,243,no
T103,CJP-VIS-SH-MON-0-07,7,37,certain,m,2011,certain,stimulus retelling,shaun the sheep,break/gloss,English,medium,constant,220,no
T104,CJP-VIS-SH-MON-0-08,8,34,certain,f,2011,certain,stimulus retelling,shaun the sheep,break/gloss,English,medium,constant,318,no
T105,CJP-VIS-SH-MON-0-09,9,19,certain,m,2011,certain,stimulus retelling,shaun the sheep,break/gloss,English,medium,constant,214,no
T108,CJP-VIS-SH-MON-0-16,16,26,certain,m,2011,certain,stimulus retelling,shaun the sheep,break/gloss,English,bad,constant,252,no
T112,CJP-VIS-TW-MON-0-08,8,34,certain,f,2011,certain,stimulus retelling,tweety film,break/gloss,English,good,constant,252,no
T115,CJP-VIS-TW-MON-0-16,16,26,certain,m,2011,certain,stimulus retelling,tweety film,break/gloss,English,medium,constant,246,no
T001,CJP-TXT-AN-00000-02,2,22,certain,f,2011,certain,personal narrative,na,break/gloss,English,bad,constant,63,yes
T002,CJP-TXT-AN-00000-03,3,34,certain,f,2011,certain,personal narrative,na,break/gloss,English,medium,constant,122,yes
T004,CJP-TXT-AN-00000-05,5,30,certain,m,2011,certain,personal narrative,na,break/gloss,English,medium,constant,123,yes
T005,CJP-TXT-AN-00000-06,6,25,certain,f,2011,certain,personal narrative,na,break/gloss,English,medium,constant,107,yes
T009,CJP-TXT-AN-00000-10,10,16,certain,f,2011,certain,personal narrative,na,break/gloss,English,medium,constant,35,yes
T011,CJP-TXT-AN-00000-12,12,21,certain,f,2011,certain,personal narrative,na,break/gloss,English,bad,constant,69,yes
T013,CJP-TXT-AN-00000-14,14,42,certain,f,2011,certain,personal narrative,na,break/gloss,English,bad,constant,39,yes
T014,CJP-TXT-AN-00000-15,15,45,certain,f,2011,certain,personal narrative,na,break/gloss,English,medium,constant,59,yes
T015,CJP-TXT-AN-00000-16,16,26,certain,m,2011,certain,personal narrative,na,break/gloss,English,medium,constant,125,yes
T016,CJP-TXT-CD-00000-02,2,22,certain,f,2011,certain,procedural,na,break/gloss,English,medium,constant,41,yes
T017,CJP-TXT-CD-00000-03,3,34,certain,f,2011,certain,procedural,na,break/gloss,English,bad,constant,154,yes
T019,CJP-TXT-CD-00000-05,5,30,certain,m,2011,certain,procedural,na,break/gloss,English,good,constant,129,yes
T020,CJP-TXT-CD-00000-06,6,25,certain,f,2011,certain,procedural,na,break/gloss,English,medium,constant,42,yes
T021,CJP-TXT-CD-00000-07,7,37,certain,m,2011,certain,procedural,na,break/gloss,English,medium,constant,90,yes
T022,CJP-TXT-CD-00000-08,8,34,certain,f,2011,certain,procedural,na,break/gloss,English,good,constant,216,yes
T024,CJP-TXT-CD-00000-10,10,16,certain,f,2011,certain,procedural,na,break/gloss,English,bad,constant,55,yes
T025,CJP-TXT-CD-00000-11,11,19,certain,f,2011,certain,procedural,na,break/gloss,English,bad,constant,153,yes
T026,CJP-TXT-CD-00000-12,12,21,certain,f,2011,certain,procedural,na,break/gloss,English,medium,constant,59,yes
T028,CJP-TXT-CD-00000-14,14,42,certain,f,2011,certain,procedural,na,break/gloss,English,bad,constant,147,yes
T029,CJP-TXT-CD-00000-15,15,45,certain,f,2011,certain,procedural,na,break/gloss,English,medium,constant,20,yes
T030,CJP-TXT-CD-00000-16,16,26,certain,m,2011,certain,procedural,na,break/gloss,English,bad,constant,104,yes
T031,CJP-TXT-CO-00000-02,2,22,certain,f,2011,certain,procedural,na,break/gloss,English,bad,constant,78,yes
T032,CJP-TXT-CO-00000-03,3,34,certain,f,2011,certain,procedural,na,break/gloss,English,bad,constant,72,yes
T033,CJP-TXT-CO-00000-04,4,17,certain,m,2011,certain,procedural,na,break/gloss,English,medium,constant,122,yes
T034,CJP-TXT-CO-00000-05,5,30,certain,m,2011,certain,procedural,na,break/gloss,English,bad,constant,56,yes
T035,CJP-TXT-CO-00000-06,6,25,certain,f,2011,certain,procedural,na,break/gloss,English,bad,constant,55,yes
T036,CJP-TXT-CO-00000-07,7,37,certain,m,2011,certain,procedural,na,break/gloss,English,bad,constant,62,yes
T038,CJP-TXT-CO-00000-09,9,19,certain,m,2011,certain,procedural,na,break/gloss,English,good,constant,109,yes
T039,CJP-TXT-CO-00000-10,10,16,certain,f,2011,certain,procedural,na,break/gloss,English,good,constant,40,yes
T040,CJP-TXT-CO-00000-11,11,19,certain,f,2011,certain,procedural,na,break/gloss,English,bad,constant,87,yes
T041,CJP-TXT-CO-00000-12,12,21,certain,f,2011,certain,procedural,na,break/gloss,English,bad,constant,71,yes
